,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
32,32,1000SATSUSDT,625561.7380065464,2024-10-01 12:00:00,0.0002921,0.1827265836716947,2024-10-02 08:00:00,0.0002652,0.1658989729193361,-17.176236308967134,-0.09399965765148914,Long,Closed,32
33,33,1000SATSUSDT,657797.0061183027,2024-10-02 16:00:00,0.0002517,0.1655675064399702,2024-10-03 04:00:00,0.0002495,0.1641203530265165,-1.7768412729267715,-0.010731823599523316,Long,Closed,33
34,34,1000SATSUSDT,660719.8073144685,2024-10-03 08:00:00,0.0002479,0.16379244023323736,2024-10-03 12:00:00,0.0002472,0.16332993636813664,-0.7896262417215147,-0.004820895522388019,Long,Closed,34
35,35,1000SATSUSDT,817060.6658092209,2024-11-03 16:00:00,0.0001995,0.16300360282892257,2024-11-03 20:00:00,0.000203,0.16586331515927186,2.5308454123440915,0.015526315789473867,Long,Closed,35
36,36,1000SATSUSDT,570209.851616219,2024-11-10 12:00:00,0.0002903,0.16553191992417737,2024-11-10 16:00:00,0.0002848,0.16239576574029918,-3.464081869553709,-0.02092697209782993,Long,Closed,36
37,37,1000SATSUSDT,527575.84204389,2024-11-11 00:00:00,0.0003072,0.162071298675869,2024-11-11 04:00:00,0.0002865,0.1511504787455745,-11.234041707729954,-0.06931542968749983,Long,Closed,37
38,38,1000SATSUSDT,510140.27658789966,2024-11-11 08:00:00,0.0002957,0.15084847978701532,2024-11-11 16:00:00,0.0002882,0.1470224277126327,-4.123922981908882,-0.027338180588433958,Long,Closed,38
39,39,1000SATSUSDT,554949.6089573062,2024-11-12 08:00:00,0.0002644,0.1467286766082907,2024-11-12 16:00:00,0.0002643,0.14667318164741602,-0.34889681915144966,-0.0023778366111950992,Long,Closed,39
40,40,1000SATSUSDT,586929.1432936294,2024-11-13 00:00:00,0.0002494,0.14638012833742664,2024-11-13 12:00:00,0.0002613,0.15336458514262538,6.684712091714161,0.04566680032077004,Long,Closed,40
41,41,1000SATSUSDT,598350.9085030793,2024-11-13 16:00:00,0.0002558,0.15305816239506953,2024-11-14 00:00:00,0.0002715,0.16245227165858603,9.078598829444681,0.059314698983580987,Long,Closed,41
42,42,1000SATSUSDT,669672.4150980265,2024-11-15 04:00:00,0.0002421,0.16212769169521835,2024-11-15 08:00:00,0.0002504,0.16768597274054586,5.228467380877871,0.03224907063197044,Long,Closed,42
43,43,1000SATSUSDT,574694.1477746338,2024-11-30 16:00:00,0.0002912,0.16735093583196203,2024-12-01 04:00:00,0.0002897,0.1664888946103114,-1.1958810521042418,-0.007145947802197839,Long,Closed,43
44,44,1000SATSUSDT,515852.99430684524,2024-12-03 12:00:00,0.0003221,0.1661562494662121,2024-12-04 00:00:00,0.0003167,0.16337064329697787,-3.115133062020184,-0.018748214840111806,Long,Closed,44
45,45,1000SATSUSDT,536859.4943208945,2024-12-04 20:00:00,0.0003037,0.16304422842523536,2024-12-05 04:00:00,0.0003034,0.16288317057695936,-0.4869852472984755,-0.002986829107671996,Long,Closed,45
46,46,1000SATSUSDT,646352.8018954503,2024-12-09 20:00:00,0.0002515,0.1625577296766778,2024-12-11 08:00:00,0.0002309,0.14924286195765948,-13.626668310680614,-0.08382664015904556,Long,Closed,46
47,47,1000SATSUSDT,792258.9064961732,2024-12-18 20:00:00,0.000188,0.1489446744212728,2024-12-20 08:00:00,0.0001586,0.12565226257029308,-23.56700878797904,-0.1582265957446807,Long,Closed,47
48,48,1000SATSUSDT,728230.0179943331,2024-12-20 12:00:00,0.0001722,0.1254012090986123,2024-12-21 00:00:00,0.0001836,0.13370303130375955,8.042717964732994,0.064135888501742,Long,Closed,48
49,49,1000SATSUSDT,775339.2933182785,2024-12-21 16:00:00,0.0001721,0.13343589238004938,2024-12-21 20:00:00,0.0001732,0.13428876560272585,0.5851485646673424,0.004385241138873031,Long,Closed,49
50,50,1INCHUSDT,636.3063687904453,2024-07-05 00:00:00,0.314,0.1998001998001655,2024-07-05 08:00:00,0.3386,0.2154533364724448,15.237883135972373,0.07626560509554173,Long,Closed,50
51,51,1INCHUSDT,872.6577121578598,2024-08-05 00:00:00,0.2464,0.21502286027566697,2024-08-07 04:00:00,0.2627,0.22924718098386976,13.780050666913544,0.06408644480519478,Long,Closed,51
52,52,1INCHUSDT,825.3576647122211,2024-09-04 16:00:00,0.2772,0.228789144658208,2024-09-05 00:00:00,0.2674,0.22070063954404792,-8.53799489838201,-0.037318181818181674,Long,Closed,52
53,53,1INCHUSDT,859.0471108630211,2024-10-01 20:00:00,0.2564,0.2202596792252507,2024-10-02 00:00:00,0.2616,0.22472672420176631,4.0220585730606535,0.018260530421216795,Long,Closed,53
54,54,1INCHUSDT,642.8137568294834,2024-11-19 00:00:00,0.3489,0.22427771975779365,2024-11-19 04:00:00,0.3429,0.22042083721682987,-4.301581097951521,-0.019179707652622457,Long,Closed,54
55,55,1INCHUSDT,606.8425819135707,2024-11-24 12:00:00,0.3625,0.21998043594365413,2024-11-24 16:00:00,0.374,0.22695912563567544,6.531750130426742,0.02969241379310356,Long,Closed,55
56,56,1INCHUSDT,587.7157780207332,2024-11-25 00:00:00,0.3854,0.22650566084917045,2024-11-25 04:00:00,0.3914,0.23003195551731498,3.069757051757908,0.013552672548002138,Long,Closed,56
57,57,1INCHUSDT,563.0913691699462,2024-11-27 12:00:00,0.4077,0.22957235121054964,2024-11-27 16:00:00,0.4217,0.23745563037896633,7.4162511867897445,0.03230463576158962,Long,Closed,57
58,58,1INCHUSDT,497.65055345449883,2024-12-02 12:00:00,0.4762,0.23698119355501035,2024-12-02 20:00:00,0.4886,0.24315206041786813,5.690733608862887,0.024013439731205385,Long,Closed,58
59,59,1INCHUSDT,460.8170188289688,2024-12-04 00:00:00,0.5266,0.24266624211531962,2024-12-04 08:00:00,0.5372,0.24755090251492207,4.394443254956878,0.018109001139385003,Long,Closed,59
60,60,1INCHUSDT,473.2879220633909,2024-12-04 20:00:00,0.522,0.24705629531706563,2024-12-05 04:00:00,0.5249,0.2484288302910739,0.8770498483756785,0.0035500000000000353,Long,Closed,60
61,61,1INCHUSDT,395.868543815729,2024-12-08 20:00:00,0.6263,0.24793246899176324,2024-12-09 00:00:00,0.5744,0.22738689156775477,-21.020896784595827,-0.08478476768321869,Long,Closed,61
62,62,1INCHUSDT,426.16445465555483,2024-12-09 08:00:00,0.5325,0.2269325721040616,2024-12-09 12:00:00,0.5415,0.23076805219598293,3.377779467599951,0.014884507042253626,Long,Closed,62
63,63,1INCHUSDT,484.75474040543116,2024-12-09 20:00:00,0.4751,0.23030697716660598,2024-12-12 08:00:00,0.5036,0.24412248726817515,13.341080637120012,0.057927383708692985,Long,Closed,63
64,64,1INCHUSDT,574.2039360142732,2024-12-19 00:00:00,0.4243,0.24363473005084302,2024-12-19 04:00:00,0.4229,0.24283084454043613,-1.2903510850112532,-0.00529625265142579,Long,Closed,64
65,65,1INCHUSDT,637.0811462351941,2024-12-19 16:00:00,0.3804,0.24234566802783775,2024-12-20 04:00:00,0.3862,0.24604073867603193,3.206684241460221,0.013231861198738148,Long,Closed,65
66,66,1INCHUSDT,730.1491192047796,2024-12-20 08:00:00,0.3363,0.24554914878854106,2024-12-20 16:00:00,0.3941,0.2877517678786036,41.669318173369106,0.16969848349687786,Long,Closed,66
67,67,AAVEUSDT,2.708053670374083,2024-07-05 00:00:00,73.78,0.1998001998001655,2024-07-05 08:00:00,78.56,0.21274469634458798,12.531951648243377,0.06272241799945809,Long,Closed,67
68,68,AAVEUSDT,1.8711521284588628,2024-08-01 08:00:00,113.47,0.21231963201620374,2024-08-01 20:00:00,116.82,0.21858799164656434,5.837452006674419,0.027493698775006705,Long,Closed,68
69,69,AAVEUSDT,2.2445853730066396,2024-08-04 20:00:00,97.19,0.21815125240249245,2024-08-05 08:00:00,81.14,0.18212565716575876,-36.42587214632479,-0.16697530610145056,Long,Closed,69
70,70,AAVEUSDT,1.960118297625948,2024-08-05 12:00:00,92.73,0.1817617697388414,2024-08-06 08:00:00,97.96,0.19201318843543785,9.87764373840942,0.054343901649951495,Long,Closed,70
71,71,AAVEUSDT,1.8489921430075371,2024-08-06 20:00:00,103.64,0.19162954570128932,2024-08-07 00:00:00,104.34,0.19292384020140643,0.9097411142025849,0.004747394828251726,Long,Closed,71
72,72,AAVEUSDT,1.6336193618125048,2024-08-19 16:00:00,117.86,0.1925383779831975,2024-08-19 20:00:00,118.12,0.19296311901729307,0.03923953707078415,0.00020380111997309733,Long,Closed,72
73,73,AAVEUSDT,1.524883825480686,2024-08-20 00:00:00,126.29,0.19257757831994127,2024-08-20 04:00:00,129.77,0.19788417403262865,4.916133960320218,0.025528070314355927,Long,Closed,73
74,74,AAVEUSDT,1.4965807900692518,2024-08-21 00:00:00,131.96,0.1974888010575171,2024-08-21 12:00:00,137.32,0.20551047409230963,7.618673759621314,0.03857775083358579,Long,Closed,74
75,75,AAVEUSDT,1.4310624040919822,2024-08-23 20:00:00,143.32,0.205099863754441,2024-08-24 00:00:00,138.95,0.1988461210485809,-6.657688690684983,-0.03246071727602557,Long,Closed,75
76,76,AAVEUSDT,1.5556073222656652,2024-08-28 08:00:00,127.57,0.19844882610141212,2024-08-28 12:00:00,124.07,0.1930042004735011,-5.836078654504751,-0.029408481617935207,Long,Closed,76
77,77,AAVEUSDT,1.4877467961329442,2024-09-02 16:00:00,129.47,0.1926185776952991,2024-09-03 00:00:00,132.93,0.1977661816099523,4.757219155314769,0.024697613346721596,Long,Closed,77
78,78,AAVEUSDT,1.511379465379879,2024-09-04 04:00:00,130.59,0.19737104438394226,2024-09-05 00:00:00,130.6,0.1973861581786122,-0.3796434079087686,-0.0019235010337697977,Long,Closed,78
79,79,AAVEUSDT,1.4380011697218293,2024-09-09 12:00:00,136.99,0.19699178024018238,2024-09-09 16:00:00,141.32,0.2032183253050889,5.826334959350232,0.029576538433462262,Long,Closed,79
80,80,AAVEUSDT,1.3394907515031949,2024-09-10 16:00:00,151.41,0.20281229468508855,2024-09-11 00:00:00,152.81,0.2046875817372032,1.467787175682191,0.007237170596393997,Long,Closed,80
81,81,AAVEUSDT,1.2838022595520746,2024-09-22 00:00:00,159.12,0.20427861553989146,2024-09-22 04:00:00,157.7,0.20245561633136216,-2.229733440435196,-0.010915158371040536,Long,Closed,81
82,82,AAVEUSDT,1.1629510164926062,2024-09-23 00:00:00,173.74,0.2020511096054065,2024-09-23 12:00:00,174.12,0.2024930309916926,0.03737724567008335,0.00018498906411885258,Long,Closed,82
83,83,AAVEUSDT,1.2589611855917626,2024-11-06 08:00:00,160.52,0.2020884495111659,2024-11-06 20:00:00,173.71,0.2186941475491451,16.184915440895054,0.08008827560428626,Long,Closed,83
84,84,AAVEUSDT,1.186244883990383,2024-11-07 00:00:00,183.99,0.21825719620537143,2024-11-07 04:00:00,181.33,0.21510178481397618,-3.588770372433766,-0.016442850154899633,Long,Closed,84
85,85,AAVEUSDT,1.1897140934279764,2024-11-08 16:00:00,180.44,0.2146720110181093,2024-11-08 20:00:00,181.94,0.216456582158286,1.3534425469655682,0.006304699623143585,Long,Closed,85
86,86,AAVEUSDT,1.3661171281518567,2024-11-14 20:00:00,158.13,0.21602410147463047,2024-11-15 00:00:00,155.74,0.21275908153837017,-3.693803119295926,-0.017099032441661763,Long,Closed,86
87,87,AAVEUSDT,1.1376660333710003,2024-11-25 12:00:00,186.64,0.21233398846834461,2024-11-25 16:00:00,182.54,0.2076695577315424,-5.084434283020975,-0.02394545649378468,Long,Closed,87
88,88,AAVEUSDT,1.141270008481666,2024-11-26 20:00:00,181.6,0.2072546335402592,2024-11-27 08:00:00,193.44,0.22076727044069347,13.084614996441951,0.06313303964757704,Long,Closed,88
89,89,AAVEUSDT,1.0862067491286704,2024-11-27 12:00:00,202.84,0.22032617699323964,2024-11-27 16:00:00,200.72,0.21802341868510672,-2.7411079038311357,-0.012441135870636902,Long,Closed,89
90,90,AAVEUSDT,1.0335730926228515,2024-11-27 20:00:00,210.52,0.21758780745892636,2024-11-28 00:00:00,203.46,0.21029078142504537,-7.724904622801319,-0.03550247007410213,Long,Closed,90
91,91,AAVEUSDT,0.9773698133637441,2024-12-02 04:00:00,214.73,0.20987062002356538,2024-12-03 00:00:00,227.2,0.22205842159624264,11.755872531026087,0.056014855865505704,Long,Closed,91
92,92,AAVEUSDT,0.9152339490634354,2024-12-03 12:00:00,242.14,0.221614748426191,2024-12-03 16:00:00,235.86,0.21586707922610188,-6.1851510277706305,-0.027909473858098326,Long,Closed,92
93,93,AAVEUSDT,0.8272310270341562,2024-12-04 12:00:00,260.43,0.2154357763704695,2024-12-05 08:00:00,259.13,0.2143603760353609,-1.5051964875502246,-0.006986752678262666,Long,Closed,93
94,94,AAVEUSDT,0.8640578519962431,2024-12-05 20:00:00,247.59,0.21393208357571325,2024-12-06 00:00:00,262.2,0.22655596879341494,12.183397165295977,0.05694983642311901,Long,Closed,94
95,95,AAVEUSDT,0.7874597203883483,2024-12-06 16:00:00,287.13,0.22610330951508217,2024-12-07 00:00:00,287.84,0.22666240591658218,0.10633068604406323,0.0004702747884234709,Long,Closed,95
96,96,AAVEUSDT,0.8844947565070926,2024-12-10 00:00:00,255.75,0.22620953397665744,2024-12-10 04:00:00,270.33,0.23910546752656234,12.430618548370186,0.054951788856305105,Long,Closed,96
97,97,AAVEUSDT,0.835209598280463,2024-12-10 08:00:00,285.71,0.23862773432469453,2024-12-10 12:00:00,260.62,0.21767232550385426,-21.411708880685353,-0.08972850092751379,Long,Closed,97
98,98,AAVEUSDT,0.7469310127994357,2024-12-11 12:00:00,290.84,0.21723741576255406,2024-12-13 04:00:00,367.11,0.2742058441088009,56.476985086341635,0.25997816668958906,Long,Closed,98
99,99,AAVEUSDT,0.7568812376490975,2024-12-13 12:00:00,361.56,0.2736579802843835,2024-12-14 04:00:00,383.82,0.2905061566344766,16.284012213150053,0.05950497842681722,Long,Closed,99
100,100,AAVEUSDT,0.7752439294964679,2024-12-14 12:00:00,373.98,0.28992572475306133,2024-12-15 00:00:00,371.51,0.28801087224723276,-2.492789102856582,-0.008598026632440183,Long,Closed,100
101,101,AAVEUSDT,0.7476147058262973,2024-12-16 04:00:00,384.47,0.2874354259490133,2024-12-16 08:00:00,382.3,0.2858131020373935,-2.1955724396294434,-0.007638489348973732,Long,Closed,101
102,102,AAVEUSDT,0.7425084519170858,2024-12-16 12:00:00,384.16,0.28524204688841337,2024-12-16 20:00:00,379.32,0.28164830598118895,-4.160631260148346,-0.014586318200749664,Long,Closed,102
103,103,AAVEUSDT,0.8273793074003023,2024-12-18 20:00:00,339.73,0.2810855721030521,2024-12-19 04:00:00,344.53,0.2850569927786261,3.405278110639737,0.012114738174432697,Long,Closed,103
104,104,AAVEUSDT,0.8738134605077558,2024-12-19 12:00:00,325.57,0.2844874483374724,2024-12-20 08:00:00,272.03,0.2377034756619248,-47.30616359958466,-0.1662855914242712,Long,Closed,104
105,105,AAVEUSDT,0.7797927277714162,2024-12-20 12:00:00,304.22,0.23722854364260115,2024-12-21 04:00:00,336.97,0.2627667554771342,25.038216535394167,0.10554470449017175,Long,Closed,105
106,106,AAVEUSDT,0.8477459978492351,2024-12-21 12:00:00,309.34,0.2622417469746665,2024-12-22 00:00:00,298.7,0.2532217295575665,-9.5354808936481,-0.03636141462468477,Long,Closed,106
107,107,AAVEUSDT,0.7680397278020088,2024-12-23 00:00:00,329.04,0.25271579203595707,2024-12-23 12:00:00,333.74,0.2563255787566424,3.1007453498768336,0.012269693654266988,Long,Closed,107
108,108,AAVEUSDT,0.7149221388914753,2024-12-23 16:00:00,357.82,0.25581343973811954,2024-12-24 08:00:00,374.28,0.26758105814430133,11.244223908271223,0.04395478173383261,Long,Closed,108
109,109,AAVEUSDT,0.7113271286971966,2024-12-24 12:00:00,375.42,0.26704643065545497,2024-12-25 04:00:00,380.67,0.27078089808116185,3.1966400969236677,0.011970353204411241,Long,Closed,109
110,110,AAVEUSDT,0.7263146109758243,2024-12-25 08:00:00,372.07,0.27023987730575527,2024-12-25 12:00:00,368.83,0.26788661796621327,-2.891385834833671,-0.010699330771091507,Long,Closed,110
111,111,AAVEUSDT,0.7187637917202893,2024-12-25 16:00:00,371.96,0.26735137996826097,2024-12-25 20:00:00,369.99,0.26593541529858983,-1.9492514649557975,-0.007290972147542594,Long,Closed,111
112,112,AAVEUSDT,0.7628526797375291,2024-12-26 04:00:00,347.91,0.26540407580745295,2024-12-26 08:00:00,340.68,0.2598886509329814,-6.040717601242778,-0.02276045529016116,Long,Closed,112
113,113,AAVEUSDT,0.7958557621637291,2024-12-27 12:00:00,325.9,0.2593693928891412,2024-12-27 16:00:00,326.97,0.26022095855467453,0.33197531407142267,0.0012799324946305105,Long,Closed,113
114,114,AAVEUSDT,0.7327907352132065,2024-12-28 20:00:00,354.4,0.2597010365595338,2024-12-29 00:00:00,343.12,0.2514351570663554,-8.777015686830838,-0.03379661399548515,Long,Closed,114
115,115,ACAUSDT,3872.09689535271,2024-07-05 00:00:00,0.0516,0.1998001998001655,2024-07-05 16:00:00,0.0564,0.21838626489789284,18.167878632994935,0.09093023255813963,Long,Closed,115
116,116,ACAUSDT,2783.523993669102,2024-07-17 16:00:00,0.0783,0.21794992870425745,2024-07-17 20:00:00,0.0738,0.20542407073277974,-12.949231970947968,-0.059413793103448,Long,Closed,116
117,117,ACAUSDT,3875.4940081099803,2024-08-04 20:00:00,0.0529,0.20501363302898312,2024-08-05 16:00:00,0.0502,0.19454979920712104,-10.863397254133044,-0.05298865784499034,Long,Closed,117
118,118,ACAUSDT,3891.0037739397662,2024-08-05 20:00:00,0.0499,0.1941610883195608,2024-08-06 00:00:00,0.0517,0.20116489511268593,6.608480809659324,0.03403607214428871,Long,Closed,118
119,119,ACAUSDT,3522.1573201811034,2024-10-02 16:00:00,0.057,0.20076296725031284,2024-10-02 20:00:00,0.0573,0.20181961444637722,0.654064614357624,0.0032578947368420708,Long,Closed,119
120,120,ACAUSDT,2948.995292144618,2024-11-16 16:00:00,0.0683,0.20141637845344462,2024-11-19 12:00:00,0.0813,0.23975331725135743,37.89576910217524,0.18814641288433404,Long,Closed,120
121,121,ACAUSDT,2459.1396674662037,2024-11-20 04:00:00,0.0973,0.23927428964444175,2024-11-21 00:00:00,0.081,0.1991903130647625,-40.522441182408315,-0.16935560123329896,Long,Closed,121
122,122,ACAUSDT,1987.9233042127648,2024-11-22 08:00:00,0.1,0.19879233042124156,2024-11-23 00:00:00,0.0978,0.1944188991520084,-4.766642498841332,-0.02397799999999982,Long,Closed,122
123,123,ACAUSDT,1876.5033830082532,2024-11-23 12:00:00,0.1034,0.19403044980302298,2024-11-23 16:00:00,0.103,0.19327984844985008,-1.1379116514561811,-0.005864603481624636,Long,Closed,123
124,124,ACAUSDT,2089.8556330062165,2024-11-24 12:00:00,0.0923,0.19289367492646647,2024-11-24 20:00:00,0.0982,0.20522382316121046,11.932030736648992,0.061858071505958824,Long,Closed,124
125,125,ACAUSDT,2288.4221849440983,2024-11-26 16:00:00,0.0895,0.2048137855524601,2024-11-26 20:00:00,0.0934,0.21373863207377877,8.506294103655739,0.04153184357541915,Long,Closed,125
126,126,ACAUSDT,2025.7510148133445,2024-11-28 08:00:00,0.1053,0.2133115818598128,2024-11-28 20:00:00,0.1025,0.20763947901836782,-6.093053902355549,-0.02856410256410243,Long,Closed,126
127,127,ACAUSDT,1745.7844559766222,2024-12-05 08:00:00,0.1187,0.20722461492439948,2024-12-05 16:00:00,0.1157,0.20198726155649518,-5.646565244410765,-0.02724852569502938,Long,Closed,127
128,128,ACAUSDT,1780.7746519817526,2024-12-05 20:00:00,0.1132,0.20158369060430914,2024-12-06 00:00:00,0.1164,0.20728216949067602,5.289613026246648,0.026240282685512616,Long,Closed,128
129,129,ACAUSDT,2102.3172693280844,2024-12-09 20:00:00,0.0984,0.20686801930185084,2024-12-10 00:00:00,0.0971,0.204135006851757,-3.144015476280131,-0.015198170731707223,Long,Closed,129
130,130,ACAUSDT,2072.504015261496,2024-12-10 04:00:00,0.0983,0.2037271447001956,2024-12-10 08:00:00,0.1,0.20725040152614962,3.112279279718226,0.015276703967446775,Long,Closed,130
131,131,ACAUSDT,2324.003537188918,2024-12-10 12:00:00,0.089,0.20683631480977738,2024-12-11 00:00:00,0.095,0.22078033603294722,13.516404572290794,0.0653483146067418,Long,Closed,131
132,132,ACAUSDT,1820.985260168875,2024-12-12 16:00:00,0.121,0.22033921648039723,2024-12-13 04:00:00,0.1149,0.20923120639340373,-11.537580509903925,-0.052362809917355146,Long,Closed,132
133,133,ACAUSDT,1856.1169957776476,2024-12-13 08:00:00,0.1125,0.20881316202496691,2024-12-13 20:00:00,0.1113,0.20658582163005218,-2.6427393785881983,-0.01265599999999992,Long,Closed,133
